regime,snr,budget_ratio,arm,runs,mean_gain,median_gain,worst_gain,win_rate,mean_fit_seconds,mean_detected_spikes,mean_expert_count,mean_routing_entropy,mean_oracle_gap
null,1.0,0.1,B1_bulk_single_spike,5,-0.04273129990518415,-0.06967742275736846,-0.1287870795975352,0.2,0.0003926400000002772,0.0,1.0,0.0,0.0
null,1.0,0.1,B2_bulk_multi_spike,5,-0.07420823914680962,-0.11121174258573843,-0.3345010784228194,0.4,0.0003784000000001342,0.0,1.0,0.0,0.0
null,1.0,0.1,B3_validation_selected,5,0.02345089140652421,0.0,0.0,0.2,0.0012034000000003431,0.0,2.6,0.867937960105704,0.283625508620998
null,1.0,0.2,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0015667999999999793,0.0,3.0,1.0479244348908792,0.3780960860680785
null,1.0,0.2,B1_bulk_single_spike,5,0.049434973801625245,0.06192978067741925,-0.11884578342037548,0.8,0.000392580000000109,0.0,1.0,0.0,0.0
null,1.0,0.2,B2_bulk_multi_spike,5,0.10044911356450141,0.149360557981013,-0.146063219523743,0.8,0.0004003000000000867,0.0,1.0,0.0,0.0
null,1.0,0.2,B3_validation_selected,5,0.11656073307658062,0.149360557981013,0.0,0.6,0.0008804800000001833,0.0,1.8,0.42768142325149616,0.1534423522782101
null,2.0,0.05,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0013498999999999484,0.0,3.0,1.0318497661471229,0.2834396986694203
null,2.0,0.05,B1_bulk_single_spike,5,-0.14757975529401207,-0.08881283081803637,-0.41718400499291614,0.2,0.00037421999999995845,0.0,1.0,0.0,0.0
null,2.0,0.05,B2_bulk_multi_spike,5,-0.08978591681772607,-0.10586458338545413,-0.4052978908306826,0.4,0.00036269999999998247,0.0,1.0,0.0,0.0
null,2.0,0.05,B3_validation_selected,5,-0.017762566163607274,0.0,-0.08881283081803637,0.0,0.0011386800000000364,0.0,2.6,0.8385678436713736,0.230468090836529
null,2.0,0.1,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0014018599999999991,0.0,3.0,1.0794331004522015,0.3384810459243709
null,2.0,0.1,B1_bulk_single_spike,5,0.04600061735718047,0.04559557413671311,-0.04357983939803384,0.8,0.0003920800000001279,0.0,1.0,0.0,0.0
null,2.0,0.1,B2_bulk_multi_spike,5,0.015195806556132337,-0.022126769740414765,-0.23178100638929047,0.4,0.00038162000000028227,0.0,1.0,0.0,0.0
null,2.0,0.1,B3_validation_selected,5,0.04165831621142718,0.002624103753016782,0.0,0.6,0.0007800000000001362,0.0,1.8,0.43410543714438055,0.1382675917821714
null,2.0,0.2,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.001392899999999564,0.0,3.0,1.0477517020342042,0.37769010905280853
null,2.0,0.2,B1_bulk_single_spike,5,0.057891542151130314,0.06118891540984287,-0.09296871759498201,0.8,0.00038821999999978375,0.0,1.0,0.0,0.0
null,2.0,0.2,B2_bulk_multi_spike,5,0.10900837866383173,0.1481877150562433,-0.1212920756884577,0.8,0.00037975999999986245,0.0,1.0,0.0,0.0
null,2.0,0.2,B3_validation_selected,5,0.11546710525092278,0.1481877150562433,0.0,0.6,0.0007932999999995971,0.0,1.8,0.42768142325149616,0.15351395912584032
one_spike,0.5,0.05,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.001376220000000039,0.6,3.0,1.017270634652737,0.33031974692702326
one_spike,0.5,0.05,B1_bulk_single_spike,5,-0.43189258252395046,-0.35467443759694955,-0.6037641745674192,0.0,0.00037372000000015506,0.6,1.0,0.0,0.0
one_spike,0.5,0.05,B2_bulk_multi_spike,5,-0.3993179390094089,-0.34369019491325925,-0.6086110026021485,0.0,0.00036506000000002814,0.6,1.0,0.0,0.0
one_spike,0.5,0.05,B3_validation_selected,5,0.0,0.0,0.0,0.0,0.001376220000000039,0.6,3.0,1.017270634652737,0.33031974692702326
one_spike,0.5,0.1,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0014292600000000988,0.6,3.0,1.0586169271164327,0.37317233538375494
one_spike,0.5,0.1,B1_bulk_single_spike,5,-0.16634176383158147,-0.19426928417720474,-0.22619380649098111,0.0,0.00038842000000016697,0.6,1.0,0.0,0.0
one_spike,0.5,0.1,B2_bulk_multi_spike,5,-0.08054661849650449,-0.09629640689247776,-0.23875098618435767,0.4,0.0004004400000006569,0.6,1.0,0.0,0.0
one_spike,0.5,0.1,B3_validation_selected,5,0.0,0.0,0.0,0.0,0.0014292600000000988,0.6,3.0,1.0586169271164327,0.37317233538375494
one_spike,0.5,0.2,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0014354000000000866,0.6,3.0,1.0740246050992237,0.4008109163706692
one_spike,0.5,0.2,B1_bulk_single_spike,5,0.07192828136139584,0.051494856855933455,-0.04743926828863891,0.8,0.0004082199999999148,0.6,1.0,0.0,0.0
one_spike,0.5,0.2,B2_bulk_multi_spike,5,0.06350236670887224,0.027841440689617292,-0.014225428658232484,0.8,0.0003894400000007181,0.6,1.0,0.0,0.0
one_spike,0.5,0.2,B3_validation_selected,5,0.0,0.0,0.0,0.0,0.0014354000000000866,0.6,3.0,1.0740246050992237,0.4008109163706692
one_spike,1.0,0.05,B0_standard_A9,5,0.0,0.0,0.0,0.0,0.0013713800000001442,1.0,3.0,1.0209592145205333,0.30640523976515777
one_spike,1.0,0.05,B1_bulk_single_spike,5,-0.39676306374477255,-0.3495971427615016,-0.6703440589087467,0.0,0.000507180000000318,1.0,1.4,0.0624647474375454,0.15453153969328984
